"a";"b";"c";"d";"e";"f";"g";"h";"i";"j"
0,4;0,3944444444;0,3977777778;0,3988888889;0,4011111111;0,3988888889;0,4011111111;0,3933333333;0,4033333333;0,4048888889
0,3944444444;0,3977777778;0,3988888889;0,4011111111;0,3988888889;0,4011111111;0,3933333333;0,4033333333;0,4048888889;0,4077777778
0,3977777778;0,3988888889;0,4011111111;0,3988888889;0,4011111111;0,3933333333;0,4033333333;0,4048888889;0,4077777778;0,4044444444
0,3988888889;0,4011111111;0,3988888889;0,4011111111;0,3933333333;0,4033333333;0,4048888889;0,4077777778;0,4044444444;0,4044444444
0,4011111111;0,3988888889;0,4011111111;0,3933333333;0,4033333333;0,4048888889;0,4077777778;0,4044444444;0,4044444444;0,4061111111
0,3988888889;0,4011111111;0,3933333333;0,4033333333;0,4048888889;0,4077777778;0,4044444444;0,4044444444;0,4061111111;0,4044444444
0,4011111111;0,3933333333;0,4033333333;0,4048888889;0,4077777778;0,4044444444;0,4044444444;0,4061111111;0,4044444444;0,41
0,3933333333;0,4033333333;0,4048888889;0,4077777778;0,4044444444;0,4044444444;0,4061111111;0,4044444444;0,41;0,4088888889
0,4033333333;0,4048888889;0,4077777778;0,4044444444;0,4044444444;0,4061111111;0,4044444444;0,41;0,4088888889;0,4072222222
0,4048888889;0,4077777778;0,4044444444;0,4044444444;0,4061111111;0,4044444444;0,41;0,4088888889;0,4072222222;0,4022222222
0,4077777778;0,4044444444;0,4044444444;0,4061111111;0,4044444444;0,41;0,4088888889;0,4072222222;0,4022222222;0,4
0,4044444444;0,4044444444;0,4061111111;0,4044444444;0,41;0,4088888889;0,4072222222;0,4022222222;0,4;0,3777777778
0,4044444444;0,4061111111;0,4044444444;0,41;0,4088888889;0,4072222222;0,4022222222;0,4;0,3777777778;0,3707777778
0,4061111111;0,4044444444;0,41;0,4088888889;0,4072222222;0,4022222222;0,4;0,3777777778;0,3707777778;0,3711
0,4044444444;0,41;0,4088888889;0,4072222222;0,4022222222;0,4;0,3777777778;0,3707777778;0,3711;0,3767777778
0,41;0,4088888889;0,4072222222;0,4022222222;0,4;0,3777777778;0,3707777778;0,3711;0,3767777778;0,3633333333
0,4088888889;0,4072222222;0,4022222222;0,4;0,3777777778;0,3707777778;0,3711;0,3767777778;0,3633333333;0,345
0,4072222222;0,4022222222;0,4;0,3777777778;0,3707777778;0,3711;0,3767777778;0,3633333333;0,345;0,3488888889
0,4022222222;0,4;0,3777777778;0,3707777778;0,3711;0,3767777778;0,3633333333;0,345;0,3488888889;0,3477777778
0,4;0,3777777778;0,3707777778;0,3711;0,3767777778;0,3633333333;0,345;0,3488888889;0,3477777778;0,3588888889
0,3777777778;0,3707777778;0,3711;0,3767777778;0,3633333333;0,345;0,3488888889;0,3477777778;0,3588888889;0,3777777778
0,3707777778;0,3711;0,3767777778;0,3633333333;0,345;0,3488888889;0,3477777778;0,3588888889;0,3777777778;0,3677777778
0,3711;0,3767777778;0,3633333333;0,345;0,3488888889;0,3477777778;0,3588888889;0,3777777778;0,3677777778;0,3711111111
0,3767777778;0,3633333333;0,345;0,3488888889;0,3477777778;0,3588888889;0,3777777778;0,3677777778;0,3711111111;0,3744444444
0,3633333333;0,345;0,3488888889;0,3477777778;0,3588888889;0,3777777778;0,3677777778;0,3711111111;0,3744444444;0,3866666667
0,345;0,3488888889;0,3477777778;0,3588888889;0,3777777778;0,3677777778;0,3711111111;0,3744444444;0,3866666667;0,3977777778
0,3488888889;0,3477777778;0,3588888889;0,3777777778;0,3677777778;0,3711111111;0,3744444444;0,3866666667;0,3977777778;0,3955555556
0,3477777778;0,3588888889;0,3777777778;0,3677777778;0,3711111111;0,3744444444;0,3866666667;0,3977777778;0,3955555556;0,3911111111
0,3588888889;0,3777777778;0,3677777778;0,3711111111;0,3744444444;0,3866666667;0,3977777778;0,3955555556;0,3911111111;0,3877777778
0,3777777778;0,3677777778;0,3711111111;0,3744444444;0,3866666667;0,3977777778;0,3955555556;0,3911111111;0,3877777778;0,3888888889
0,3677777778;0,3711111111;0,3744444444;0,3866666667;0,3977777778;0,3955555556;0,3911111111;0,3877777778;0,3888888889;0,3944444444
0,3711111111;0,3744444444;0,3866666667;0,3977777778;0,3955555556;0,3911111111;0,3877777778;0,3888888889;0,3944444444;0,4111111111
0,3744444444;0,3866666667;0,3977777778;0,3955555556;0,3911111111;0,3877777778;0,3888888889;0,3944444444;0,4111111111;0,4044555556
0,3866666667;0,3977777778;0,3955555556;0,3911111111;0,3877777778;0,3888888889;0,3944444444;0,4111111111;0,4044555556;0,4166666667
0,3977777778;0,3955555556;0,3911111111;0,3877777778;0,3888888889;0,3944444444;0,4111111111;0,4044555556;0,4166666667;0,4588888889
0,3955555556;0,3911111111;0,3877777778;0,3888888889;0,3944444444;0,4111111111;0,4044555556;0,4166666667;0,4588888889;0,45
0,3911111111;0,3877777778;0,3888888889;0,3944444444;0,4111111111;0,4044555556;0,4166666667;0,4588888889;0,45;0,4544444444
0,3877777778;0,3888888889;0,3944444444;0,4111111111;0,4044555556;0,4166666667;0,4588888889;0,45;0,4544444444;0,4533333333
0,3888888889;0,3944444444;0,4111111111;0,4044555556;0,4166666667;0,4588888889;0,45;0,4544444444;0,4533333333;0,4683333333
0,3944444444;0,4111111111;0,4044555556;0,4166666667;0,4588888889;0,45;0,4544444444;0,4533333333;0,4683333333;0,48
0,4111111111;0,4044555556;0,4166666667;0,4588888889;0,45;0,4544444444;0,4533333333;0,4683333333;0,48;0,4722222222
0,4044555556;0,4166666667;0,4588888889;0,45;0,4544444444;0,4533333333;0,4683333333;0,48;0,4722222222;0,4644444444
0,4166666667;0,4588888889;0,45;0,4544444444;0,4533333333;0,4683333333;0,48;0,4722222222;0,4644444444;0,48
0,4588888889;0,45;0,4544444444;0,4533333333;0,4683333333;0,48;0,4722222222;0,4644444444;0,48;0,4713888889
0,45;0,4544444444;0,4533333333;0,4683333333;0,48;0,4722222222;0,4644444444;0,48;0,4713888889;0,4666666667
0,4544444444;0,4533333333;0,4683333333;0,48;0,4722222222;0,4644444444;0,48;0,4713888889;0,4666666667;0,4661111111
0,4533333333;0,4683333333;0,48;0,4722222222;0,4644444444;0,48;0,4713888889;0,4666666667;0,4661111111;0,4644444444
0,4683333333;0,48;0,4722222222;0,4644444444;0,48;0,4713888889;0,4666666667;0,4661111111;0,4644444444;0,4644444444
0,48;0,4722222222;0,4644444444;0,48;0,4713888889;0,4666666667;0,4661111111;0,4644444444;0,4644444444;0,4733333333
0,4722222222;0,4644444444;0,48;0,4713888889;0,4666666667;0,4661111111;0,4644444444;0,4644444444;0,4733333333;0,4722222222
0,4644444444;0,48;0,4713888889;0,4666666667;0,4661111111;0,4644444444;0,4644444444;0,4733333333;0,4722222222;0,475
0,48;0,4713888889;0,4666666667;0,4661111111;0,4644444444;0,4644444444;0,4733333333;0,4722222222;0,475;0,4688888889
0,4713888889;0,4666666667;0,4661111111;0,4644444444;0,4644444444;0,4733333333;0,4722222222;0,475;0,4688888889;0,4672222222
0,4666666667;0,4661111111;0,4644444444;0,4644444444;0,4733333333;0,4722222222;0,475;0,4688888889;0,4672222222;0,4633333333
0,4661111111;0,4644444444;0,4644444444;0,4733333333;0,4722222222;0,475;0,4688888889;0,4672222222;0,4633333333;0,4666666667
0,4644444444;0,4644444444;0,4733333333;0,4722222222;0,475;0,4688888889;0,4672222222;0,4633333333;0,4666666667;0,4722222222
0,4644444444;0,4733333333;0,4722222222;0,475;0,4688888889;0,4672222222;0,4633333333;0,4666666667;0,4722222222;0,47
0,4733333333;0,4722222222;0,475;0,4688888889;0,4672222222;0,4633333333;0,4666666667;0,4722222222;0,47;0,4688888889
0,4722222222;0,475;0,4688888889;0,4672222222;0,4633333333;0,4666666667;0,4722222222;0,47;0,4688888889;0,4866666667
0,475;0,4688888889;0,4672222222;0,4633333333;0,4666666667;0,4722222222;0,47;0,4688888889;0,4866666667;0,4844444444
0,4688888889;0,4672222222;0,4633333333;0,4666666667;0,4722222222;0,47;0,4688888889;0,4866666667;0,4844444444;0,4822222222
0,4672222222;0,4633333333;0,4666666667;0,4722222222;0,47;0,4688888889;0,4866666667;0,4844444444;0,4822222222;0,4822222222
0,4633333333;0,4666666667;0,4722222222;0,47;0,4688888889;0,4866666667;0,4844444444;0,4822222222;0,4822222222;0,4843222222
0,4666666667;0,4722222222;0,47;0,4688888889;0,4866666667;0,4844444444;0,4822222222;0,4822222222;0,4843222222;0,4822222222
0,4722222222;0,47;0,4688888889;0,4866666667;0,4844444444;0,4822222222;0,4822222222;0,4843222222;0,4822222222;0,4833333333
0,47;0,4688888889;0,4866666667;0,4844444444;0,4822222222;0,4822222222;0,4843222222;0,4822222222;0,4833333333;0,495
0,4688888889;0,4866666667;0,4844444444;0,4822222222;0,4822222222;0,4843222222;0,4822222222;0,4833333333;0,495;0,4944444444
0,4866666667;0,4844444444;0,4822222222;0,4822222222;0,4843222222;0,4822222222;0,4833333333;0,495;0,4944444444;0,5033333333
0,4844444444;0,4822222222;0,4822222222;0,4843222222;0,4822222222;0,4833333333;0,495;0,4944444444;0,5033333333;0,5066666667
0,4822222222;0,4822222222;0,4843222222;0,4822222222;0,4833333333;0,495;0,4944444444;0,5033333333;0,5066666667;0,4988888889
0,4822222222;0,4843222222;0,4822222222;0,4833333333;0,495;0,4944444444;0,5033333333;0,5066666667;0,4988888889;0,4955555556
0,4843222222;0,4822222222;0,4833333333;0,495;0,4944444444;0,5033333333;0,5066666667;0,4988888889;0,4955555556;0,4922222222
0,4822222222;0,4833333333;0,495;0,4944444444;0,5033333333;0,5066666667;0,4988888889;0,4955555556;0,4922222222;0,4911111111
0,4833333333;0,495;0,4944444444;0,5033333333;0,5066666667;0,4988888889;0,4955555556;0,4922222222;0,4911111111;0,4955555556
0,495;0,4944444444;0,5033333333;0,5066666667;0,4988888889;0,4955555556;0,4922222222;0,4911111111;0,4955555556;0,4966666667
0,4944444444;0,5033333333;0,5066666667;0,4988888889;0,4955555556;0,4922222222;0,4911111111;0,4955555556;0,4966666667;0,4956666667
0,5033333333;0,5066666667;0,4988888889;0,4955555556;0,4922222222;0,4911111111;0,4955555556;0,4966666667;0,4956666667;0,4822222222
0,5066666667;0,4988888889;0,4955555556;0,4922222222;0,4911111111;0,4955555556;0,4966666667;0,4956666667;0,4822222222;0,4922222222
0,4988888889;0,4955555556;0,4922222222;0,4911111111;0,4955555556;0,4966666667;0,4956666667;0,4822222222;0,4922222222;0,4944444444
0,4955555556;0,4922222222;0,4911111111;0,4955555556;0,4966666667;0,4956666667;0,4822222222;0,4922222222;0,4944444444;0,4955444444
0,4922222222;0,4911111111;0,4955555556;0,4966666667;0,4956666667;0,4822222222;0,4922222222;0,4944444444;0,4955444444;0,5088888889
0,4911111111;0,4955555556;0,4966666667;0,4956666667;0,4822222222;0,4922222222;0,4944444444;0,4955444444;0,5088888889;0,4977777778
0,4955555556;0,4966666667;0,4956666667;0,4822222222;0,4922222222;0,4944444444;0,4955444444;0,5088888889;0,4977777778;0,5027777778
0,4966666667;0,4956666667;0,4822222222;0,4922222222;0,4944444444;0,4955444444;0,5088888889;0,4977777778;0,5027777778;0,5276555556
0,4956666667;0,4822222222;0,4922222222;0,4944444444;0,4955444444;0,5088888889;0,4977777778;0,5027777778;0,5276555556;0,52
0,4822222222;0,4922222222;0,4944444444;0,4955444444;0,5088888889;0,4977777778;0,5027777778;0,5276555556;0,52;0,5277777778
0,4922222222;0,4944444444;0,4955444444;0,5088888889;0,4977777778;0,5027777778;0,5276555556;0,52;0,5277777778;0,5216666667
0,4944444444;0,4955444444;0,5088888889;0,4977777778;0,5027777778;0,5276555556;0,52;0,5277777778;0,5216666667;0,5196666667
0,4955444444;0,5088888889;0,4977777778;0,5027777778;0,5276555556;0,52;0,5277777778;0,5216666667;0,5196666667;0,5244444444
0,5088888889;0,4977777778;0,5027777778;0,5276555556;0,52;0,5277777778;0,5216666667;0,5196666667;0,5244444444;0,5122222222
0,4977777778;0,5027777778;0,5276555556;0,52;0,5277777778;0,5216666667;0,5196666667;0,5244444444;0,5122222222;0,5033333333
0,5027777778;0,5276555556;0,52;0,5277777778;0,5216666667;0,5196666667;0,5244444444;0,5122222222;0,5033333333;0,5066666667
0,5276555556;0,52;0,5277777778;0,5216666667;0,5196666667;0,5244444444;0,5122222222;0,5033333333;0,5066666667;0,4966666667
0,52;0,5277777778;0,5216666667;0,5196666667;0,5244444444;0,5122222222;0,5033333333;0,5066666667;0,4966666667;0,4922222222
0,5277777778;0,5216666667;0,5196666667;0,5244444444;0,5122222222;0,5033333333;0,5066666667;0,4966666667;0,4922222222;0,5155555556
0,5216666667;0,5196666667;0,5244444444;0,5122222222;0,5033333333;0,5066666667;0,4966666667;0,4922222222;0,5155555556;0,5138888889
0,5196666667;0,5244444444;0,5122222222;0,5033333333;0,5066666667;0,4966666667;0,4922222222;0,5155555556;0,5138888889;0,5120555556
0,5244444444;0,5122222222;0,5033333333;0,5066666667;0,4966666667;0,4922222222;0,5155555556;0,5138888889;0,5120555556;0,5
0,5122222222;0,5033333333;0,5066666667;0,4966666667;0,4922222222;0,5155555556;0,5138888889;0,5120555556;0,5;0,5194444444
0,5033333333;0,5066666667;0,4966666667;0,4922222222;0,5155555556;0,5138888889;0,5120555556;0,5;0,5194444444;0,5155555556
0,5066666667;0,4966666667;0,4922222222;0,5155555556;0,5138888889;0,5120555556;0,5;0,5194444444;0,5155555556;0,5011111111
0,4966666667;0,4922222222;0,5155555556;0,5138888889;0,5120555556;0,5;0,5194444444;0,5155555556;0,5011111111;0,4977777778
0,4922222222;0,5155555556;0,5138888889;0,5120555556;0,5;0,5194444444;0,5155555556;0,5011111111;0,4977777778;0,5233333333
0,5155555556;0,5138888889;0,5120555556;0,5;0,5194444444;0,5155555556;0,5011111111;0,4977777778;0,5233333333;0,5455555556
0,5138888889;0,5120555556;0,5;0,5194444444;0,5155555556;0,5011111111;0,4977777778;0,5233333333;0,5455555556;0,5477777778
0,5120555556;0,5;0,5194444444;0,5155555556;0,5011111111;0,4977777778;0,5233333333;0,5455555556;0,5477777778;0,5522222222
0,5;0,5194444444;0,5155555556;0,5011111111;0,4977777778;0,5233333333;0,5455555556;0,5477777778;0,5522222222;0,5811111111
0,5194444444;0,5155555556;0,5011111111;0,4977777778;0,5233333333;0,5455555556;0,5477777778;0,5522222222;0,5811111111;0,5883333333
0,5155555556;0,5011111111;0,4977777778;0,5233333333;0,5455555556;0,5477777778;0,5522222222;0,5811111111;0,5883333333;0,5744444444
0,5011111111;0,4977777778;0,5233333333;0,5455555556;0,5477777778;0,5522222222;0,5811111111;0,5883333333;0,5744444444;0,5733333333
0,4977777778;0,5233333333;0,5455555556;0,5477777778;0,5522222222;0,5811111111;0,5883333333;0,5744444444;0,5733333333;0,5833333333
0,5233333333;0,5455555556;0,5477777778;0,5522222222;0,5811111111;0,5883333333;0,5744444444;0,5733333333;0,5833333333;0,5922222222
0,5455555556;0,5477777778;0,5522222222;0,5811111111;0,5883333333;0,5744444444;0,5733333333;0,5833333333;0,5922222222;0,59
0,5477777778;0,5522222222;0,5811111111;0,5883333333;0,5744444444;0,5733333333;0,5833333333;0,5922222222;0,59;0,6
0,5522222222;0,5811111111;0,5883333333;0,5744444444;0,5733333333;0,5833333333;0,5922222222;0,59;0,6;0,6022222222
0,5811111111;0,5883333333;0,5744444444;0,5733333333;0,5833333333;0,5922222222;0,59;0,6;0,6022222222;0,6044444444
0,5883333333;0,5744444444;0,5733333333;0,5833333333;0,5922222222;0,59;0,6;0,6022222222;0,6044444444;0,61
0,5744444444;0,5733333333;0,5833333333;0,5922222222;0,59;0,6;0,6022222222;0,6044444444;0,61;0,6081111111
0,5733333333;0,5833333333;0,5922222222;0,59;0,6;0,6022222222;0,6044444444;0,61;0,6081111111;0,6022222222
0,5833333333;0,5922222222;0,59;0,6;0,6022222222;0,6044444444;0,61;0,6081111111;0,6022222222;0,61
0,5922222222;0,59;0,6;0,6022222222;0,6044444444;0,61;0,6081111111;0,6022222222;0,61;0,6033555556
0,59;0,6;0,6022222222;0,6044444444;0,61;0,6081111111;0,6022222222;0,61;0,6033555556;0,6086222222
0,6;0,6022222222;0,6044444444;0,61;0,6081111111;0,6022222222;0,61;0,6033555556;0,6086222222;0,5977777778
0,6022222222;0,6044444444;0,61;0,6081111111;0,6022222222;0,61;0,6033555556;0,6086222222;0,5977777778;0,6111111111
0,6044444444;0,61;0,6081111111;0,6022222222;0,61;0,6033555556;0,6086222222;0,5977777778;0,6111111111;0,608
0,61;0,6081111111;0,6022222222;0,61;0,6033555556;0,6086222222;0,5977777778;0,6111111111;0,608;0,5999888889
0,6081111111;0,6022222222;0,61;0,6033555556;0,6086222222;0,5977777778;0,6111111111;0,608;0,5999888889;0,5811111111
0,6022222222;0,61;0,6033555556;0,6086222222;0,5977777778;0,6111111111;0,608;0,5999888889;0,5811111111;0,5966666667
0,61;0,6033555556;0,6086222222;0,5977777778;0,6111111111;0,608;0,5999888889;0,5811111111;0,5966666667;0,5811111111
0,6033555556;0,6086222222;0,5977777778;0,6111111111;0,608;0,5999888889;0,5811111111;0,5966666667;0,5811111111;0,6022222222
0,6086222222;0,5977777778;0,6111111111;0,608;0,5999888889;0,5811111111;0,5966666667;0,5811111111;0,6022222222;0,5945555556
0,5977777778;0,6111111111;0,608;0,5999888889;0,5811111111;0,5966666667;0,5811111111;0,6022222222;0,5945555556;0,5922222222
0,6111111111;0,608;0,5999888889;0,5811111111;0,5966666667;0,5811111111;0,6022222222;0,5945555556;0,5922222222;0,5955555556
0,608;0,5999888889;0,5811111111;0,5966666667;0,5811111111;0,6022222222;0,5945555556;0,5922222222;0,5955555556;0,5988888889
0,5999888889;0,5811111111;0,5966666667;0,5811111111;0,6022222222;0,5945555556;0,5922222222;0,5955555556;0,5988888889;0,596
0,5811111111;0,5966666667;0,5811111111;0,6022222222;0,5945555556;0,5922222222;0,5955555556;0,5988888889;0,596;0,6
0,5966666667;0,5811111111;0,6022222222;0,5945555556;0,5922222222;0,5955555556;0,5988888889;0,596;0,6;0,6033444444
0,5811111111;0,6022222222;0,5945555556;0,5922222222;0,5955555556;0,5988888889;0,596;0,6;0,6033444444;0,6111111111
0,6022222222;0,5945555556;0,5922222222;0,5955555556;0,5988888889;0,596;0,6;0,6033444444;0,6111111111;0,6083333333
0,5945555556;0,5922222222;0,5955555556;0,5988888889;0,596;0,6;0,6033444444;0,6111111111;0,6083333333;0,5955666667
0,5922222222;0,5955555556;0,5988888889;0,596;0,6;0,6033444444;0,6111111111;0,6083333333;0,5955666667;0,5955555556
0,5955555556;0,5988888889;0,596;0,6;0,6033444444;0,6111111111;0,6083333333;0,5955666667;0,5955555556;0,6011111111
0,5988888889;0,596;0,6;0,6033444444;0,6111111111;0,6083333333;0,5955666667;0,5955555556;0,6011111111;0,5966666667
0,596;0,6;0,6033444444;0,6111111111;0,6083333333;0,5955666667;0,5955555556;0,6011111111;0,5966666667;0,6105555556
0,6;0,6033444444;0,6111111111;0,6083333333;0,5955666667;0,5955555556;0,6011111111;0,5966666667;0,6105555556;0,6116666667
0,6033444444;0,6111111111;0,6083333333;0,5955666667;0,5955555556;0,6011111111;0,5966666667;0,6105555556;0,6116666667;0,6161111111
0,6111111111;0,6083333333;0,5955666667;0,5955555556;0,6011111111;0,5966666667;0,6105555556;0,6116666667;0,6161111111;0,6144444444
0,6083333333;0,5955666667;0,5955555556;0,6011111111;0,5966666667;0,6105555556;0,6116666667;0,6161111111;0,6144444444;0,6107888889
0,5955666667;0,5955555556;0,6011111111;0,5966666667;0,6105555556;0,6116666667;0,6161111111;0,6144444444;0,6107888889;0,6133333333
0,5955555556;0,6011111111;0,5966666667;0,6105555556;0,6116666667;0,6161111111;0,6144444444;0,6107888889;0,6133333333;0,632
0,6011111111;0,5966666667;0,6105555556;0,6116666667;0,6161111111;0,6144444444;0,6107888889;0,6133333333;0,632;0,6322222222
0,5966666667;0,6105555556;0,6116666667;0,6161111111;0,6144444444;0,6107888889;0,6133333333;0,632;0,6322222222;0,6388888889
0,6105555556;0,6116666667;0,6161111111;0,6144444444;0,6107888889;0,6133333333;0,632;0,6322222222;0,6388888889;0,6477777778
0,6116666667;0,6161111111;0,6144444444;0,6107888889;0,6133333333;0,632;0,6322222222;0,6388888889;0,6477777778;0,6455555556
0,6161111111;0,6144444444;0,6107888889;0,6133333333;0,632;0,6322222222;0,6388888889;0,6477777778;0,6455555556;0,6433444444
0,6144444444;0,6107888889;0,6133333333;0,632;0,6322222222;0,6388888889;0,6477777778;0,6455555556;0,6433444444;0,64
0,6107888889;0,6133333333;0,632;0,6322222222;0,6388888889;0,6477777778;0,6455555556;0,6433444444;0,64;0,64
0,6133333333;0,632;0,6322222222;0,6388888889;0,6477777778;0,6455555556;0,6433444444;0,64;0,64;0,65
0,632;0,6322222222;0,6388888889;0,6477777778;0,6455555556;0,6433444444;0,64;0,64;0,65;0,6444444444
0,6322222222;0,6388888889;0,6477777778;0,6455555556;0,6433444444;0,64;0,64;0,65;0,6444444444;0,6422222222
0,6388888889;0,6477777778;0,6455555556;0,6433444444;0,64;0,64;0,65;0,6444444444;0,6422222222;0,6477777778
0,6477777778;0,6455555556;0,6433444444;0,64;0,64;0,65;0,6444444444;0,6422222222;0,6477777778;0,6344444444
0,6455555556;0,6433444444;0,64;0,64;0,65;0,6444444444;0,6422222222;0,6477777778;0,6344444444;0,6311111111
0,6433444444;0,64;0,64;0,65;0,6444444444;0,6422222222;0,6477777778;0,6344444444;0,6311111111;0,6277777778
0,64;0,64;0,65;0,6444444444;0,6422222222;0,6477777778;0,6344444444;0,6311111111;0,6277777778;0,6288888889
